trade_id,symbol,entry_time,exit_time,entry_price,exit_price,units,notional_entry_usd,notional_exit_usd,gross_pnl_usd,total_fee_usd,net_pnl_usd,net_ret_pct,duration_bars,exit_reason,stop_mode
13,SOLUSDT,2021-01-18 08:00:00,2021-01-20 08:00:00,4.0104042,3.551079664285714,1153.479713066543,4625.919885896858,4096.0983522367205,-529.8215336601376,6.977614590506864,-536.7991482506444,-0.11604160069593845,12,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
14,ETHUSDT,2021-01-19 08:00:00,2021-01-20 08:00:00,1375.417365,1273.9832971428573,3.675319921758682,5055.098842317332,4682.296191976954,-372.80265034037865,7.78991602743543,-380.5925663678141,-0.07528884760507369,6,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
15,SOLUSDT,2021-01-31 00:00:00,2021-01-31 12:00:00,4.2301139999999995,4.223383978571429,966.7757533084795,4089.5716489307447,4083.0652273943565,-6.50642153638812,6.538109501060081,-13.044531037448202,-0.0031897059538885477,3,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
16,SOLUSDT,2021-02-02 04:00:00,2021-02-06 00:00:00,4.806301949999999,6.127195400000001,848.1652042896242,4076.5380752993683,5196.873938163446,1120.3358628640779,7.418729610770252,1112.9171332533076,0.27300545528979964,23,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
17,ETHUSDT,2021-02-02 20:00:00,2021-02-07 12:00:00,1517.048145,1587.9102707142856,3.081527761075287,4674.825973705268,4893.189581302646,218.36360759737815,7.654412444006331,210.7091951533718,0.04507316343721854,28,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
18,SOLUSDT,2021-02-08 08:00:00,2021-02-14 00:00:00,7.561478849999999,8.6396211,686.177989925971,5188.520358160743,5928.317840120007,739.7974819592637,8.8934705586246,730.9040114006391,0.14086945043032156,34,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
19,ETHUSDT,2021-02-12 20:00:00,2021-02-15 00:00:00,1841.2801799999997,1734.3010689285713,2.653239971949685,4885.35817313471,4601.516919476351,-283.84125365835894,7.58950007408885,-291.4307537324478,-0.059653917564339,13,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
20,SOLUSDT,2021-02-19 16:00:00,2021-02-20 12:00:00,10.95657555,9.945074264285715,540.2062335244707,5918.810410191806,5372.391110430933,-546.4192997608734,9.03296121649819,-555.4522609773716,-0.09384525309695999,5,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
21,ETHUSDT,2021-02-18 04:00:00,2021-02-20 20:00:00,1893.396225,1910.2752825,2.4264188132282754,4594.172221235396,4635.127883902958,40.95566266756193,7.383440084110684,33.57222258345125,0.007307567275835277,16,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
22,SOLUSDT,2021-02-22 20:00:00,2021-02-23 08:00:00,13.323158249999999,11.873277614285715,402.5940868122358,5363.824729113655,4780.111358591519,-583.7133705221357,8.11514887016414,-591.8285193922999,-0.11033703547022808,3,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
23,SOLUSDT,2021-02-23 16:00:00,2021-02-25 20:00:00,15.4077,14.36712408214286,309.7472916579142,4772.493345677645,4450.177773356948,-322.31557232069736,7.378136895227675,-329.693709215925,-0.06908206787014637,13,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
24,SOLUSDT,2021-03-28 04:00:00,2021-03-31 00:00:00,17.24892015,18.290337564285718,257.5857816338411,4443.076579177462,4711.330897843342,268.25431866588036,7.323525981616644,260.93079268426374,0.058727502899031586,17,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
25,ETHUSDT,2021-04-01 20:00:00,2021-04-04 00:00:00,1975.2371249999999,1984.1435992857143,2.3428661726636384,4627.716243151878,4648.582920473577,20.866677321698965,7.421039330900365,13.4456379907986,0.0029054586072980457,13,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
