symbol,entry_time,exit_time,entry_price,exit_price,units,leverage,gross_pnl_usdt,entry_fee_usdt,exit_fee_usdt,slippage_cost_usdt,funding_cost_usdt,borrow_cost_usdt,net_pnl_usdt,gross_ret_pct,exit_reason,bars_held
SOLUSDT,2024-07-31 00:00:00,2024-07-31 20:00:00,179.24957999999998,172.29753116571428,1032.8290874191734,1.0,-7180.278253208833,148.22592484521226,142.36312150276902,267.33185059358226,0.0,0.0,-7470.867299556814,-3.8784184790199823,STOP_LOSS,6
SOLUSDT,2024-08-01 00:00:00,2024-08-01 04:00:00,171.78584999999998,168.545685,1034.2486853600165,1.0,-3351.136391599528,142.2492310055668,139.45452250748275,87.2026779061336,0.0,0.0,-3632.8401451125774,-1.886165245856973,SIGNAL_EXIT,1
SOLUSDT,2024-08-01 12:00:00,2024-08-01 12:00:00,169.774845,162.8971851695329,1025.1186249232417,1.0,-7050.4171880982585,139.34295888947676,133.5911507718866,250.85969724314404,0.0,0.0,-7323.351297759622,-4.051047627501654,STOP_LOSS,1
BTCUSDT,2024-08-02 00:00:00,2024-08-02 00:00:00,65386.697009999996,64078.08045194415,2.5497826111439346,1.0,-3336.6877443858193,133.4842778512691,130.7081402334794,245.44593183551964,0.0,0.0,-3600.880162470568,-2.0013498431580197,STOP_LOSS,1
BNBUSDT,2024-08-21 20:00:00,2024-08-22 04:00:00,572.0858999999999,569.715,285.1387590183477,1.0,-676.0354837565699,130.60357372129263,129.95826247531036,81.26454632022002,0.0,0.0,-936.5973199531728,-0.4144307699245678,SIGNAL_EXIT,2
BNBUSDT,2024-08-22 08:00:00,2024-08-22 16:00:00,576.8883,579.5101,281.1428408858306,1.0,737.1003002344728,129.8542958653301,130.3400926688254,81.50330957279913,0.0,0.0,476.90591170031735,0.45447272894943574,SIGNAL_EXIT,2
BNBUSDT,2024-08-23 08:00:00,2024-08-23 12:00:00,579.98985,577.711,280.4610113828168,1.0,-639.1285757897416,130.23582059469035,129.6203290775828,81.05323228963049,0.0,0.0,-898.9847254620148,-0.3929120483746455,SIGNAL_EXIT,1
BNBUSDT,2024-08-23 16:00:00,2024-08-23 20:00:00,581.1904499999999,587.2062500000001,278.3360848153761,1.0,1674.4142190323748,129.51663281432073,130.75255088329519,81.76122491449775,0.0,0.0,1414.1450353347589,1.035082389946381,SIGNAL_EXIT,1
BTCUSDT,2024-08-23 20:00:00,2024-08-26 08:00:00,63660.65441999999,63595.196495000004,2.5632675251470203,1.0,-167.7861734159782,130.64794884258853,130.40920154478172,81.54652422759789,0.0,0.0,-428.8433238033484,-0.10282320468798581,SIGNAL_EXIT,15
SOLUSDT,2024-08-26 08:00:00,2024-08-26 16:00:00,159.19956,157.551185,1022.3067692853472,1.0,-1685.1449208207212,130.30487418354588,128.85251434754247,80.57310802121609,0.0,0.0,-1944.3023093518095,-1.035414293858593,SIGNAL_EXIT,2
BTCUSDT,2024-08-26 16:00:00,2024-08-27 00:00:00,63564.30627,62802.583000000006,2.529848124270962,1.0,-1927.0441858230306,128.74943233606442,127.10479744153713,79.48023852020565,0.0,0.0,-2182.898415600632,-1.198350638429763,SIGNAL_EXIT,2
SOLUSDT,2024-08-27 00:00:00,2024-08-27 12:00:00,157.19856,154.18287,1009.0861448786571,1.0,-3043.0909962490955,127.0031136035839,124.46703831570174,77.83081435447326,0.0,0.0,-3294.5611481683814,-1.9183954356833666,SIGNAL_EXIT,3
BTCUSDT,2024-08-27 12:00:00,2024-08-27 12:00:00,62448.198495,61421.97248636465,2.487421048728308,1.0,-2552.6561746320053,124.3674646850492,122.22584577359555,229.51773743162303,0.0,0.0,-2799.24948509065,-1.6433236400206406,STOP_LOSS,1
SOLUSDT,2024-08-27 16:00:00,2024-08-27 20:00:00,153.826875,150.72618874242096,991.6209589912288,1.0,-3074.7054802714542,122.12806509697668,119.57059826068195,224.53166924264414,0.0,0.0,-3316.4041436291127,-2.015698659664667,STOP_LOSS,2
BNBUSDT,2024-09-13 16:00:00,2024-09-16 04:00:00,553.97685,544.9274,269.3690219831563,1.0,-2437.6414959854683,119.4749417820734,117.4292486318594,73.42999539261145,0.0,0.0,-2674.5456863994013,-1.6335429901086984,SIGNAL_EXIT,15
BNBUSDT,2024-09-16 08:00:00,2024-09-16 12:00:00,550.7752499999999,547.1263,266.0827555994199,1.0,-970.9226710444766,117.33530523295387,116.46469885193191,72.82685020755126,0.0,0.0,-1204.7226751293624,-0.6625116143109009,SIGNAL_EXIT,1
BNBUSDT,2024-09-17 12:00:00,2024-09-17 16:00:00,543.2715,549.8249500000001,267.5421724477911,1.0,1753.3242500280062,116.37152709285037,117.6810892711985,73.58747453175549,0.0,0.0,1519.2716336639573,1.2062937223837644,SIGNAL_EXIT,1
BTCUSDT,2024-09-17 16:00:00,2024-09-17 16:00:00,61166.05774499999,59728.71936016821,2.4011044518776865,1.0,-3451.199594674277,117.58694439978153,114.73191516852228,215.44550920477852,0.0,0.0,-3683.518454242581,-2.3498954122955187,STOP_LOSS,1
BTCUSDT,2024-09-17 20:00:00,2024-09-19 16:00:00,59997.96399,63122.452985,2.3865063477772845,1.0,7456.612820127785,114.64012963638746,120.51370778878056,75.35874674134732,0.0,0.0,7221.4589827026175,5.2076583724087255,SIGNAL_EXIT,11
SOLUSDT,2024-09-19 16:00:00,2024-09-22 12:00:00,143.03148,144.78757000000002,1051.5251868425355,1.0,1846.5728653623385,120.41729682254955,121.79822127738137,76.16196928300181,0.0,0.0,1604.3573472624075,1.2277646850889252,SIGNAL_EXIT,17
ETHUSDT,2024-09-22 12:00:00,2024-09-22 20:00:00,2581.880295,2523.6102643789286,58.87347987709436,1.0,-3430.5594752073152,121.70078270035945,118.85897449403332,223.19537023164668,0.0,0.0,-3671.119232401708,-2.2568835098170705,STOP_LOSS,3
